"original_title","date_published","genre","duration","country","language_1","director","writer","actors","description","avg_vote","votes","budget","worlwide_gross_income","reviews_from_users","profit","profit_norm","votes_norm","reviews_norm","avg_vote_norm","age","success","success_norm"
"Harold & Kumar Go to White Castle",2005-04-22,"Adventure, Comedy",88,"USA, Canada, Germany","English","Danny Leiner","Jon Hurwitz, Hayden Schlossberg","John Cho, Ethan Embry, Rob Tinkler, Fred Willard, Kal Penn, Steve Braun, Dan Bochart, Paula Garcés, Mike Sheer, Christopher Thompson, David Krumholtz, Eddie Kaye Thomas, Angelo Tsarouchas, Anthony Anderson, Siu Ta","A Korean-American office worker and his Indian-American stoner friend embark on a quest to satisfy their desire for White Castle burgers.",7.1,179391,9e+06,23936908,332,14936908,0.00582849802992525,0.0564866133561728,0.0101522842639594,0.208333333333333,15,0.272108698859026,0.093938334263906
"The Squid and the Whale",2006-06-09,"Comedy, Drama",81,"USA","English","Noah Baumbach","Noah Baumbach","Owen Kline, Jeff Daniels, Laura Linney, Jesse Eisenberg, William Baldwin, David Benger, Anna Paquin, Molly Barton, Bo Berkman, Matthew Kaplan, Simon Kaplan, Matthew Kirsch, Daniella Markowicz, Elizabeth Meriwether, Ben Schrank","Follows two young boys dealing with their parents' divorce in Brooklyn in the 1980s.",7.3,76666,1500000,11098131,268,9598131,0.00373763516511186,0.00948763912108144,0.00390472471690746,0.291666666666667,14,0.307151989408962,0.10621693131518
"Charlie and the Chocolate Factory",2005-09-23,"Adventure, Comedy, Family",115,"UK, USA","English","Tim Burton","Roald Dahl, John August","Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter, Noah Taylor, Missi Pyle, James Fox, Deep Roy, Christopher Lee, Adam Godley, Franziska Troegner, AnnaSophia Robb, Julia Winter, Jordan Fry, Philip Wiegratz","A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",6.6,416793,1.5e+08,474968763,1442,324968763,0.127248458543112,0.165103313101699,0.118508395158141,0,15,0.373867335290799,0.129592899620786
"The Manchurian Candidate",2004-11-12,"Drama, Mystery, Sci-Fi",129,"USA","English","Jonathan Demme","Richard Condon, George Axelrod","Jeffrey Wright, Pablo Schreiber, Anthony Mackie, Dorian Missick, Jose Pablo Cantillo, Teddy Dunn, Joaquin Perez-Campbell, Tim Artz, Denzel Washington, Robyn Hitchcock, Liev Schreiber, Antoine Taylor, Joe Alessi, Raymond Anthony Thomas, Bill Irwin","In the midst of the Gulf War, soldiers are kidnapped and brainwashed for sinister purposes.",6.6,102113,8e+07,96105910,382,16105910,0.0062863225224434,0.0211302080902746,0.0150331901600937,0,16,0.0374616658417265,0.0117218436751921
"National Treasure",2004-12-07,"Action, Adventure, Mystery",131,"USA","English","Jon Turteltaub","Jim Kouf, Cormac Wibberley","Nicolas Cage, Diane Kruger, Justin Bartha, Sean Bean, Jon Voight, Harvey Keitel, Christopher Plummer, David Dayan Fisher, Stewart Finlay-McLennan, Oleg Taktarov, Stephen A. Pope, Annie Parisse, Mark Pellegrino, Armando Riesco, Erik King","A historian races to find the legendary Templar Treasure before a team of mercenaries.",6.9,299339,1e+08,347512318,741,247512318,0.0969136450659878,0.111365493488086,0.0500780944943382,0.125,16,0.361089151947388,0.125115632735775
"Collateral",2004-10-15,"Crime, Drama, Thriller",120,"USA","English","Michael Mann","Stuart Beattie","Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo, Peter Berg, Bruce McGill, Irma P. Hall, Barry Shabaka Henley, Richard T. Jones, Klea Scott, Bodhi Elfman, Debi Mazar, Javier Bardem, Emilio Rivera, Jamie McBride","A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.",7.5,352788,6.5e+07,220926695,898,155926695,0.0610453220246809,0.135819600802677,0.0654041390081999,0.375,16,0.609514063240954,0.212159666997499
"Jurassic World",2015-06-11,"Action, Adventure, Sci-Fi",124,"USA","English","Colin Trevorrow","Rick Jaffa, Amanda Silver","Chris Pratt, Bryce Dallas Howard, Irrfan Khan, Vincent D'Onofrio, Ty Simpkins, Nick Robinson, Jake Johnson, Omar Sy, BD Wong, Judy Greer, Lauren Lapkus, Brian Tee, Katie McGrath, Andy Buckley, Eric Edelstein","A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree.",7,569512,1.5e+08,1670401444,1537,1520401444,0.59542418494772,0.234975655240506,0.127782116360797,0.166666666666667,5,1.10757444361563,0.386671895211638
"The Hitchhiker's Guide to the Galaxy",2005-08-12,"Adventure, Comedy, Sci-Fi",109,"UK, USA","English","Garth Jennings","Douglas Adams, Douglas Adams","Bill Bailey, Anna Chancellor, Warwick Davis, Yasiin Bey, Zooey Deschanel, Su Elliot, Martin Freeman, Stephen Fry, Richard Griffiths, Dominique Jackson, Simon Jones, Thomas Lennon, Mark Longhurst, Kelly Macdonald, John Malkovich","Mere seconds before the Earth is to be demolished by an alien construction crew, journeyman Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",6.8,184355,5e+07,104478416,1102,54478416,0.0213144175009804,0.058757753858514,0.085318235064428,0.0833333333333334,15,0.229931219462959,0.0791600338812767
"Iron Man",2008-05-01,"Action, Adventure, Sci-Fi",126,"USA, Canada","English","Jon Favreau","Mark Fergus, Hawk Ostby","Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb, Shaun Toub, Faran Tahir, Clark Gregg, Bill Smitrovich, Sayed Badreya, Paul Bettany, Jon Favreau, Peter Billingsley, Tim Guinee, Will Lyman","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",7.9,920706,1.4e+08,585796247,1329,445796247,0.174568977707789,0.395654728080795,0.107477547832878,0.541666666666667,12,1.16546089072595,0.406954361488162
"The Bourne Supremacy",2004-09-24,"Action, Mystery, Thriller",108,"USA, Germany","English","Paul Greengrass","Robert Ludlum, Tony Gilroy","Matt Damon, Franka Potente, Brian Cox, Julia Stiles, Karl Urban, Gabriel Mann, Joan Allen, Marton Csokas, Tom Gallop, John Bedford Lloyd, Ethan Sandler, Michelle Monaghan, Karel Roden, Tomas Arana, Oksana Akinshina","When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",7.7,427227,7.5e+07,290835269,849,215835269,0.0845077391026981,0.169877100370319,0.0606208512299883,0.458333333333333,16,0.741546203125951,0.258421573856821
"Team America: World Police",2005-05-13,"Action, Comedy",98,"USA, Germany","English","Trey Parker","Trey Parker, Matt Stone","Trey Parker, Matt Stone, Kristen Miller, Masasa Moyo, Daran Norris, Phil Hendrie, Maurice LaMarche, Chelsea Marguerite, Jeremy Shada, Fred Tatasciore","Popular Broadway actor Gary Johnston is recruited by the elite counter-terrorism organization Team America: World Police. As the world begins to crumble around him, he must battle with terrorists, celebrities and falling in love.",7.2,157558,3.2e+07,50826898,721,18826898,0.0073519622307142,0.0464975298373142,0.0481257321358844,0.25,15,0.339633059598713,0.117597768171405
"Batman Begins",2005-06-17,"Action, Adventure",140,"USA, UK","English","Christopher Nolan","Bob Kane, David S. Goyer","Christian Bale, Michael Caine, Liam Neeson, Katie Holmes, Gary Oldman, Cillian Murphy, Tom Wilkinson, Rutger Hauer, Ken Watanabe, Mark Boone Junior, Linus Roache, Morgan Freeman, Larry Holden, Gerard Murphy, Colin McFarlane","After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",8.2,1278075,1.5e+08,373654966,2911,223654966,0.0875702221529159,0.559159000881188,0.261909410386568,0.666666666666666,15,1.46820942035676,0.513032504974867
"Kung fu",2005-05-27,"Action, Comedy, Fantasy",99,"Hong Kong, China, USA","Cantonese","Stephen Chow","Stephen Chow, Kan-Cheung Tsang","Stephen Chow, Xiaogang Feng, Wah Yuen, Zhihua Dong, Danny Kwok-Kwan Chan, Tze-Chung Lam, Siu-Lung Leung, Qiu Yuen, Kai-Man Tin, Kang Xi Jia, Hark-On Fung, Shengyi Huang, Suet Lam, Cheung-Yan Yuen, Chi Ling Chiu","In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",7.7,124755,2e+07,104882445,419,84882445,0.0332217616692814,0.0314894271180764,0.0186450605232331,0.458333333333333,15,0.535150301647232,0.186103818659706
"Kiss Kiss Bang Bang",2005-12-02,"Action, Comedy, Crime",103,"USA","English","Shane Black","Brett Halliday, Shane Black","Robert Downey Jr., Val Kilmer, Michelle Monaghan, Corbin Bernsen, Dash Mihok, Larry Miller, Rockmond Dunbar, Shannyn Sossamon, Angela Lindvall, Indio Falconer Downey, Ariel Winter, Duane Carnahan, Josh Richman, Martha Hackett, Nancy Fish","A murder mystery brings together a private eye, a struggling actress, and a thief masquerading as an actor.",7.5,211456,1.5e+07,15785148,383,785148,0.000286144517922112,0.0711570646469804,0.0151308082780164,0.375,15,0.45031907749618,0.156380342286026
"Harry Potter and the Order of the Phoenix",2007-07-11,"Action, Adventure, Family",138,"UK, USA","English","David Yates","Michael Goldenberg, J.K. Rowling","Daniel Radcliffe, Harry Melling, Jason Boyd, Richard Macklin, Kathryn Hunter, Miles Jupp, Fiona Shaw, Richard Griffiths, Jessica Hynes, Adrian Rawlins, Geraldine Somerville, Robert Pattinson, Ralph Fiennes, Natalia Tena, Brendan Gleeson","With their warning about Lord Voldemort's (Ralph Fiennes') return scoffed at, Harry (Daniel Radcliffe) and Dumbledore (Sir Michael Gambon) are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.",7.5,494073,1.5e+08,942133343,1198,792133343,0.310207415637245,0.200460633412119,0.0946895743850059,0.375,13,0.946402289793993,0.330199803076289
"Napoleon Dynamite",2005-11-04,"Comedy",96,"USA","English","Jared Hess","Jared Hess, Jerusha Hess","Jon Heder, Jon Gries, Aaron Ruell, Efren Ramirez, Diedrich Bader, Tina Majorino, Sandy Martin, Haylie Duff, Trevor Snarr, Shondrella Avery, Bracken Johnson, Carmen Brady, Ellen Dubin, J.C. Cunningham, Jimmy Stevens","A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.",6.9,194951,4e+05,46138887,1555,45738887,0.0178916941615228,0.0636056597333743,0.129539242483405,0.125,15,0.310843783045679,0.107510475550049
"Sideways",2005-02-16,"Comedy, Drama, Romance",127,"USA, Hungary","English","Alexander Payne","Rex Pickett, Alexander Payne","Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh, Marylouise Burke, Jessica Hecht, Missy Doty, M.C. Gainey, Alysia Reiner, Shake Tukhmanyan, Shaun Duke, Robert Covarrubias, Patrick Gallagher, Stephanie Faracy, Joe Marinelli","Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle.",7.5,177052,1.6e+07,109706931,881,93706931,0.0366777573174356,0.0554164687882889,0.0637446310035143,0.375,15,0.515296104962482,0.17914723219071
"Crash",2005-11-11,"Crime, Drama, Thriller",112,"USA, Germany","English","Paul Haggis","Paul Haggis, Paul Haggis","Karina Arroyave, Dato Bakhtadze, Sandra Bullock, Don Cheadle, Art Chudabala, Sean C. Cooper, Tony Danza, Keith David, Loretta Devine, Matt Dillon, Jennifer Esposito, Ime Etuk, Eddie J. Fernandez, William Fichtner, Howard Fong","Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",7.7,415171,6500000,98410061,1691,91910061,0.0359740364547929,0.16436121199477,0.14281530652089,0.458333333333333,15,0.7614173858887,0.26538411197031
"Layer Cake",2005-06-10,"Action, Crime, Drama",105,"UK","English","Matthew Vaughn","J.J. Connolly, J.J. Connolly","Daniel Craig, Tom Hardy, Jamie Foreman, Sally Hawkins, Burn Gorman, Brinley Green, George Harris, Tamer Hassan, Colm Meaney, Marcel Iures, Francis Magee, Dimitri Andreas, Kenneth Cranham, Garry Tubbs, Nathalie Lunghi","A successful cocaine dealer gets two tough assignments from his boss on the eve of his planned early retirement.",7.3,163745,4880000,11850214,309,6970214,0.00270844550854598,0.0493282200645472,0.0079070675517376,0.291666666666667,15,0.344144927493721,0.119178653041575
"Closer",2004-12-10,"Drama, Romance",104,"USA, UK","English","Mike Nichols","Patrick Marber, Patrick Marber","Natalie Portman, Jude Law, Julia Roberts, Clive Owen, Nick Hobbs, Colin Stinton","The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.",7.2,199832,2.7e+07,115505027,954,88505027,0.0346404989903086,0.0658388258880736,0.0708707536118704,0.25,16,0.402493584766123,0.139623070214951
"X-Men: The Last Stand",2006-05-26,"Action, Adventure, Sci-Fi",104,"Canada, USA, UK","English","Brett Ratner","Simon Kinberg, Zak Penn","Hugh Jackman, Halle Berry, Ian McKellen, Patrick Stewart, Famke Janssen, Anna Paquin, Kelsey Grammer, James Marsden, Rebecca Romijn, Shawn Ashmore, Aaron Stanford, Vinnie Jones, Ellen Page, Daniel Cudmore, Ben Foster","The human government develops a cure for mutations, and Jean Gray becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men.",6.7,475426,2.1e+08,460435291,1954,250435291,0.0980583895834217,0.191929215815996,0.168488871534557,0.0416666666666669,14,0.455881273224257,0.158329244886027
"Mean Girls",2004-08-27,"Comedy",97,"USA, Canada","English","Mark Waters","Rosalind Wiseman, Tina Fey","Lindsay Lohan, Rachel McAdams, Tina Fey, Tim Meadows, Amy Poehler, Ana Gasteyer, Lacey Chabert, Lizzy Caplan, Daniel Franzese, Neil Flynn, Jonathan Bennett, Amanda Seyfried, Rajiv Surendra, Elana Shilling, Graham Kartna","Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",7,324817,1.7e+07,130125971,652,113125971,0.0442829728202232,0.123022245647362,0.0413900819992191,0.166666666666667,16,0.35268440469946,0.122170746477789
"Kill Bill: Vol. 2",2004-04-23,"Action, Crime, Thriller",137,"USA","English","Quentin Tarantino","Quentin Tarantino, Quentin Tarantino","Vivica A. Fox, Ambrosia Kelley, Michael Parks, James Parks, Jonathan Loughran, Michael Bowen, Kenji Ohba, Yoshiyuki Morishita, Jun Kunimura, Goro Daimon, Kazuki Kitamura, Akaji Maro, Shun Sugata, Sachiko Fujii, Ronnie Yoshiko Fujiyama","The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.",8,668215,3e+07,154116796,1028,124116796,0.0485873870795494,0.280134474942878,0.0780944943381492,0.583333333333333,16,0.940738797379286,0.328215407770601
"Capote",2006-02-17,"Biography, Crime, Drama",114,"USA, Canada","English","Bennett Miller","Dan Futterman, Gerald Clarke","Allie Mickelson, Kelci Stephenson, Philip Seymour Hoffman, Craig Archibald, Bronwen Coleman, Kate Shindle, David Wilson Barnes, Michael J. Burg, Catherine Keener, Kwesi Ameyaw, Andrew Farago, Ken Krotowich, Chris Cooper, R.D. Reid, Rob McLaughlin","In 1959, Truman Capote learns of the murder of a Kansas family and decides to write a book about the case. While researching for his novel In Cold Blood, Capote forms a relationship with one of the killers, Perry Smith, who is on death row",7.3,123349,7e+06,49327405,449,42327405,0.0165556314213523,0.0308461508194681,0.0215736040609137,0.291666666666667,14,0.354204539211161,0.122703376799885
"Serenity",2005-11-25,"Action, Adventure, Sci-Fi",119,"USA","English","Joss Whedon","Joss Whedon","Nathan Fillion, Gina Torres, Alan Tudyk, Morena Baccarin, Adam Baldwin, Jewel Staite, Sean Maher, Summer Glau, Ron Glass, Chiwetel Ejiofor, David Krumholtz, Michael Hitchcock, Sarah Paulson, Yan Feldman, Rafael Feldman","The crew of the ship Serenity try to evade an assassin sent to recapture one of their members who is telepathic.",7.8,279887,3.9e+07,40445129,1671,1445129,0.000544617528572755,0.102465770472062,0.140862944162437,0.5,15,0.712134804167267,0.248116299698467
"The Lovely Bones",2010-02-05,"Drama, Fantasy, Thriller",135,"USA, UK, New Zealand","English","Peter Jackson","Fran Walsh, Philippa Boyens","Mark Wahlberg, Rachel Weisz, Susan Sarandon, Stanley Tucci, Michael Imperioli, Saoirse Ronan, Rose McIver, Christian Ashdale, Reece Ritchie, Carolyn Dando, Nikki SooHoo, Andrew James Allen, Jake Abel, AJ Michalka, Tom McCarthy","Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.",6.7,154536,6.5e+07,93621340,687,28621340,0.0111878285835078,0.045114897565341,0.0448067161265131,0.0416666666666669,10,0.134601416788224,0.0457580269449542
"Casino Royale",2007-01-05,"Action, Adventure, Thriller",144,"UK, Czech Republic, USA, Germany, Bahamas","English","Martin Campbell","Neal Purvis, Robert Wade","Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench, Jeffrey Wright, Giancarlo Giannini, Caterina Murino, Simon Abkarian, Isaach De Bankolé, Jesper Christensen, Ivana Milicevic, Tobias Menzies, Claudio Santamaria, Sebastien Foucan, Malcolm Sinclair","After earning 00 status and a licence to kill, Secret Agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",8,569968,1.5e+08,616501619,2409,466501619,0.182677968477949,0.235184285391406,0.212905115189379,0.583333333333333,13,1.16255059436065,0.405934641142027
"Before Sunset",2004-11-19,"Drama, Romance",80,"USA, France","English","Richard Linklater","Richard Linklater, Julie Delpy","Ethan Hawke, Julie Delpy, Vernon Dobtcheff, Louise Lemoine Torrès, Rodolphe Pauly, Mariane Plasteig, Diabolo, Denis Evrard, Albert Delpy, Marie Pillet","Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",8,228858,2700000,15936507,551,13236507,0.00516255800167691,0.0791188670284753,0.0315306520890277,0.583333333333333,16,0.683883407815616,0.23821747152069
"3:10 to Yuma",2007-10-19,"Action, Crime, Drama",122,"USA","English","James Mangold","Halsted Welles, Michael Brandt","Russell Crowe, Christian Bale, Logan Lerman, Dallas Roberts, Ben Foster, Peter Fonda, Vinessa Shaw, Alan Tudyk, Luce Rains, Gretchen Mol, Lennie Loftin, Rio Alexander, Johnny Whitworth, Shawn Howell, Pat Ricotti","A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.",7.7,284071,5.5e+07,70016220,635,15016220,0.00585955954748518,0.104380043611022,0.0397305739945334,0.458333333333333,13,0.591724412885735,0.205926463865974
"The Da Vinci Code",2006-05-19,"Mystery, Thriller",149,"USA, Malta, France, UK","English","Ron Howard","Akiva Goldsman, Dan Brown","Tom Hanks, Audrey Tautou, Ian McKellen, Jean Reno, Paul Bettany, Alfred Molina, Jürgen Prochnow, Jean-Yves Berteloot, Etienne Chicot, Jean-Pierre Marielle, Marie-Françoise Audollent, Rita Davies, Francesco Carnelutti, Seth Gabel, Shane Zaza","A murder inside the Louvre, and clues in Da Vinci paintings, lead to the discovery of a religious mystery protected by a secret society for two thousand years, which could shake the foundations of Christianity.",6.6,392810,1.25e+08,760006945,2025,635006945,0.248670896943902,0.154130556722237,0.175419757907068,0,14,0.537750120302942,0.187014752683849
"Ratatouille",2007-10-17,"Animation, Adventure, Comedy",111,"USA","English","Brad Bird, Jan Pinkava","Brad Bird, Jan Pinkava","Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy, Peter Sohn, Peter O'Toole, Brad Garrett, Janeane Garofalo, Will Arnett, Julius Callahan, James Remar, John Ratzenberger, Teddy Newton, Tony Fucile, Jake Steinfeld","A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.",8,624762,1.5e+08,623726085,747,473726085,0.185507337016382,0.2602537601467,0.0506638032018743,0.583333333333333,13,1.0439889564989,0.364392578333482
"Pirates of the Caribbean: Dead Man's Chest",2006-09-13,"Action, Adventure, Fantasy",151,"USA","English","Gore Verbinski","Ted Elliott, Terry Rossio","Johnny Depp, Orlando Bloom, Keira Knightley, Jack Davenport, Bill Nighy, Jonathan Pryce, Lee Arenberg, Mackenzie Crook, Kevin McNally, David Bailie, Stellan Skarsgård, Tom Hollander, Naomie Harris, Martin Klebba, David Schofield","Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.",7.3,644330,2.25e+08,1066179725,1889,841179725,0.329415795904346,0.26920655574497,0.162143693869582,0.291666666666667,14,0.999459874513602,0.348790314785159
"Monster House",2006-10-13,"Animation, Comedy, Family",91,"USA","English","Gil Kenan","Dan Harmon, Rob Schrab","Ryan Whitney Angel, Steve Buscemi, Mitchel Musso, Catherine O'Hara, Fred Willard, Sam Lerner, Woody Schultz, Ian McConnel, Maggie Gyllenhaal, Jason Lee, Spencer Locke, Kevin James, Nick Cannon, Jon Heder, Kathleen Turner","Three teens discover that their neighbor's house is really a living, breathing, scary monster.",6.6,97611,7.5e+07,141861243,276,66861243,0.026163991314554,0.019070442872398,0.00468566966028895,0,14,0.0470026865186653,0.0150648615970698
"Where the Wild Things Are",2009-10-30,"Adventure, Drama, Family",101,"Germany, Australia, USA","English","Spike Jonze","Spike Jonze, Dave Eggers","Max Records, Pepita Emmerichs, Max Pfeifer, Madeleine Greaves, Joshua Jay, Ryan Corr, Catherine Keener, Steve Mouzakis, Mark Ruffalo, James Gandolfini, Vincent Crowley, Paul Dano, Sonny Gerasimowicz, Catherine O'Hara, Nick Farnell","Yearning for escape and adventure, a young boy runs away from home and sails to an island filled with creatures that take him in as their king.",6.7,99603,1e+08,100140096,422,140096,3.35182567627481e-05,0.0199818272158032,0.0189379148770012,0.0416666666666669,11,0.0767630156376678,0.0254923951885519
"Hitch",2005-03-11,"Comedy, Romance",118,"USA","English","Andy Tennant","Kevin Bisch","Will Smith, Eva Mendes, Kevin James, Amber Valletta, Julie Ann Emery, Adam Arkin, Robinne Lee, Nathan Lee Graham, Michael Rapaport, Jeffrey Donovan, Paula Patton, Philip Bosco, Kevin Sussman, Navia Nguyen, Matt Malloy","While helping his latest client woo the woman of his dreams, a professional ""date doctor"" finds that his game doesn't quite work on the gossip columnist with whom he's smitten.",6.6,291792,7e+07,371594210,411,301594210,0.118094117605232,0.107912572986239,0.0178641155798516,0,15,0.227465151140963,0.0782959637910676
"The Constant Gardener",2006-02-24,"Drama, Mystery, Romance",129,"UK, Germany, Kenya, France, USA, China","English","Fernando Meirelles","Jeffrey Caine, John le Carré","Ralph Fiennes, Rachel Weisz, Hubert Koundé, Danny Huston, Daniele Harford, Packson Ngugi, Damaris Itenyo Agweyu, Bernard Otieno Oduor, Bill Nighy, Keith Pearson, John Sibi-Okumu, Donald Sumpter, Archie Panjabi, Nick Reding, Gerard McSorley","A widower is determined to get to the bottom of a potentially explosive secret involving his wife's murder, big business, and corporate corruption.",7.4,130476,2.5e+07,82466670,593,57466670,0.0224847284765522,0.034106911971802,0.0356306130417806,0.333333333333334,14,0.41699132936566,0.14470284329837
"Saw",2005-01-14,"Horror, Mystery",103,"USA","English","James Wan","Leigh Whannell, James Wan","Leigh Whannell, Cary Elwes, Danny Glover, Ken Leung, Dina Meyer, Mike Butters, Paul Gutrecht, Michael Emerson, Benito Martinez, Shawnee Smith, Makenzie Vega, Monica Potter, Ned Bellamy, Alexandra Bokyun Chun, Avner Garbi","Two strangers, who awaken in a room with no recollection of how they got there, soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",7.6,371979,1200000,103911669,1620,102711669,0.0402043463267863,0.144599910508646,0.13588442014838,0.416666666666667,15,0.700770430956084,0.244134408808353
"Caché",2005-10-14,"Drama, Mystery, Thriller",117,"France, Austria, Germany, Italy","French","Michael Haneke","Michael Haneke","Daniel Auteuil, Juliette Binoche, Maurice Bénichou, Annie Girardot, Bernard Le Coq, Walid Afkir, Lester Makedonsky, Daniel Duval, Nathalie Richard, Denis Podalydès, Aïssa Maïga, Caroline Baehr, Christian Benedetti, Philippe Besson, Loic Brabant","A married couple is terrorized by a series of surveillance videotapes left on their front porch.",7.3,71792,8480000,16197824,391,7717824,0.00300123728208571,0.0072576756222074,0.0159117532213979,0.291666666666667,15,0.314815233377974,0.108902006926645
"Brokeback Mountain",2006-01-20,"Drama, Romance",134,"USA, Canada","English","Ang Lee","Annie Proulx, Larry McMurtry","Heath Ledger, Jake Gyllenhaal, Randy Quaid, Valerie Planche, Dave Trimble, Victor Reyes, Lachlan Mackintosh, Michelle Williams, Larry Reese, Marty Antonini, Tom Carey, Dan McDougall, Don Bland, Steven Cree Molison, Anne Hathaway","The story of a forbidden and secretive relationship between two cowboys, and their lives over the years.",7.7,317082,1.4e+07,178062759,2347,164062759,0.0642317061128991,0.119483310960495,0.206852791878173,0.458333333333333,14,0.808824778778397,0.28199488868132
"Zwartboek",2007-02-02,"Drama, Thriller, War",145,"Netherlands, Germany, UK, Belgium","Dutch","Paul Verhoeven","Gerard Soeteman, Paul Verhoeven","Carice van Houten, Sebastian Koch, Thom Hoffman, Halina Reijn, Waldemar Kobus, Derek de Lint, Christian Berkel, Dolf de Vries, Peter Blok, Michiel Huisman, Ronald Armbrust, Frank Lammers, Matthias Schoenaerts, Johnny de Mol, Xander Straat","In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",7.7,71558,2.1e+07,26768563,251,5768563,0.00223783445804398,0.00715061541319293,0.00224521671222179,0.458333333333333,13,0.468886063477585,0.162885911133719
"30 Days of Night",2008-02-08,"Action, Horror, Thriller",113,"USA, New Zealand","English","David Slade","Steve Niles, Stuart Beattie","Josh Hartnett, Melissa George, Danny Huston, Ben Foster, Mark Boone Junior, Mark Rendall, Amber Sainsbury, Manu Bennett, Megan Franich, Joel Tobeck, Elizabeth Hawthorne, Nathaniel Lees, Craig Hall, Chic Littlewood, Peter Feeney","After an Alaskan town is plunged into darkness for a month, it is attacked by a bloodthirsty gang of vampires.",6.6,161844,3e+07,75513170,582,45513170,0.0178032950219339,0.0484584702468699,0.034556813744631,0,12,0.0919240843000596,0.0308045861971827
"Friday Night Lights",2004-10-08,"Action, Drama, Sport",118,"Germany, USA","English","Peter Berg","Buzz Bissinger, David Aaron Cohen","Billy Bob Thornton, Lucas Black, Garrett Hedlund, Derek Luke, Jay Hernandez, Lee Jackson, Lee Thompson Young, Tim McGraw, Grover Coulson, Connie Britton, Connie Cooper, Kasey Stevens, Ryanne Duzich, Amber Heard, Morgan Farris","Based on H.G. Bissinger's book, which profiled the economically depressed town of Odessa, Texas and their heroic high school football team, The Permian High Panthers.",7.2,58029,3e+07,61950770,323,31950770,0.0124917567206066,0.000960796747565753,0.00927372120265521,0.25,16,0.271314617022521,0.0936601009489643
"Primer",2005-05-27,"Drama, Sci-Fi, Thriller",77,"USA","English","Shane Carruth","Shane Carruth","Shane Carruth, David Sullivan, Casey Gooden, Anand Upadhyaya, Carrie Crawford, Jay Butler, John Carruth, Juan Tapia, Ashley Warren, Samantha Thomson, Chip Carruth, Delaney Price, Jack Pyland, Keith Bradshaw, Ashok Upadhyaya","Four friends/fledgling entrepreneurs, knowing that there's something bigger and more innovative than the different error-checking devices they've built, wrestle over their new invention.",6.9,96229,7000,545436,462,538436,0.000189522958508067,0.0184381471080475,0.0228426395939086,0.125,15,0.161085859221079,0.0550377433088412
