"original_title","date_published","genre","duration","country","language_1","director","writer","actors","description","avg_vote","votes","budget","worlwide_gross_income","reviews_from_users","profit","profit_norm","votes_norm","reviews_norm","avg_vote_norm","age","success","success_norm"
"The Replacements",2000-11-10,"Comedy, Sport",118,"USA","English","Howard Deutch","Vince McKewin","Keanu Reeves, Gene Hackman, Brooke Langton, Orlando Jones, Faizon Love, Michael Taliferro, Ace Yonamine, Troy Winbush, David Denman, Jon Favreau, Michael Jace, Rhys Ifans, Gailard Sartain, Art LaFleur, Brett Cullen","During a pro football strike, the owners hire substitute players.",6.6,57265,5e+07,50054511,271,54511,0,0.000611249740356117,0.00419757907067552,0,20,0.00400735734252636,0
"Erin Brockovich",2000-04-14,"Biography, Drama",131,"USA","English","Steven Soderbergh","Susannah Grant","Julia Roberts, David Brisbin, Dawn Didawick, Albert Finney, Valente Rodriguez, Conchata Ferrell, George Rocky Sullivan, Pat Skipper, Jack Gill, Irene Olga López, Emily Marks, Julie Marks, Scotty Leavenworth, Gemmenne de la Peña, Erin Brockovich-Ellis","An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.",7.3,170733,5.2e+07,256271286,525,204271286,0.0799788549361495,0.0525253856226375,0.0289925810230379,0.291666666666667,20,0.439577160474212,0.152616549885223
"Final Destination",2000-08-25,"Horror, Thriller",98,"USA","English","James Wong","Glen Morgan, James Wong","Devon Sawa, Ali Larter, Kerr Smith, Kristen Cloke, Daniel Roebuck, Roger Guenveur Smith, Chad Donella, Seann William Scott, Tony Todd, Amanda Detmer, Brendan Fehr, Forbes Angus, Lisa Marie Caruk, Christine Chatelain, Barbara Tyson","After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",6.7,224856,2.3e+07,112880294,730,89880294,0.0351791044985558,0.0772878629409714,0.0490042951971886,0.0416666666666669,20,0.182089236280356,0.062396983824778
"Monsters, Inc.",2002-03-15,"Animation, Adventure, Comedy",92,"USA","English","Pete Docter, David Silverman","Pete Docter, Jill Culton","John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn, Jennifer Tilly, Bob Peterson, John Ratzenberger, Frank Oz, Daniel Gerson, Steve Susskind, Bonnie Hunt, Jeff Pidgeon, Samuel Lord Black, Jack Angel","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.",8,794964,1.15e+08,578981070,687,463981070,0.181690828107965,0.338124963970122,0.0448067161265131,0.583333333333333,18,1.08954253440455,0.380353808531037
"Moulin Rouge!",2001-09-28,"Drama, Musical, Romance",127,"Australia, USA","English","Baz Luhrmann","Baz Luhrmann, Craig Pearce","Nicole Kidman, Ewan McGregor, John Leguizamo, Jim Broadbent, Richard Roxburgh, Garry McDonald, Jacek Koman, Matthew Whittet, Kerry Walker, Caroline O'Connor, Christine Anu, Natalie Mendoza, Lara Mulcahy, David Wenham, Kylie Minogue","A poet falls for a beautiful courtesan whom a jealous duke covets.",7.6,262869,5e+07,184935030,2352,134935030,0.0528242083091047,0.0946796566386938,0.207340882467786,0.416666666666667,19,0.723289647334158,0.252024774680896
"Men of Honor",2001-04-13,"Biography, Drama",129,"USA","English","George Tillman Jr.","Scott Marshall Smith","Robert De Niro, Cuba Gooding Jr., Charlize Theron, Aunjanue Ellis, Hal Holbrook, Michael Rapaport, Powers Boothe, David Keith, Holt McCallany, David Conrad, Joshua Leonard, Carl Lumbly, Lonette McKee, Glynn Turman, Dennis Troutman","The story of Carl Brashear, the first African-American U.S. Navy Diver, and the man who trained him.",7.2,105471,3.2e+07,82343495,247,50343495,0.0196950292463601,0.0226665678418583,0.00185474424053104,0.25,19,0.29030117385341,0.100312680574311
"Joy Ride",2002-06-14,"Action, Mystery, Thriller",97,"USA","English","John Dahl","Clay Tarver, J.J. Abrams","Steve Zahn, Paul Walker, Leelee Sobieski, Jessica Bowman, Stuart Stone, Basil Wallace, Brian Leckner, Mary Wickliffe, McKenzie Satterthwaite, Dell Yount, Kenneth White, Luis Cortés, Michael McCleery, Jim Beaver, Rachel Singer","Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.",6.6,62993,2.3e+07,36642838,361,13642838,0.0053216922750737,0.00323193724990689,0.0129832096837173,0,18,0.019063342218823,0.0052753713651031
"Snatch",2001-03-16,"Comedy, Crime",104,"UK, USA","English","Guy Ritchie","Guy Ritchie","Benicio Del Toro, Dennis Farina, Vinnie Jones, Brad Pitt, Rade Serbedzija, Jason Statham, Alan Ford, Mike Reid, Robbie Gee, Lennie James, Ewen Bremner, Jason Flemyng, Ade, William Beck, Andy Beckwith","Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",8.3,766589,7320000,83557872,842,76237872,0.0298362266173644,0.325142769821466,0.0599375244045295,0.708333333333334,19,1.0617664458549,0.370621520449365
"Memento",2001-01-19,"Mystery, Thriller",113,"USA","English","Christopher Nolan","Christopher Nolan, Jonathan Nolan","Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior, Russ Fega, Jorja Fox, Stephen Tobolowsky, Harriet Sansom Harris, Thomas Lennon, Callum Keith Rennie, Kimberly Campbell, Marianne Muellerleile, Larry Holden","A man with short-term memory loss attempts to track down his wife's murderer.",8.4,1098879,9e+06,39970386,2278,30970386,0.0121078020248294,0.47717284184462,0.200117141741507,0.75,19,1.33125904873586,0.465047329987973
"Remember the Titans",2001-04-13,"Biography, Drama, Sport",113,"USA","English","Boaz Yakin","Gregory Allen Howard","Denzel Washington, Will Patton, Wood Harris, Ryan Hurst, Donald Faison, Craig Kirkwood, Ethan Suplee, Kip Pardue, Hayden Panettiere, Nicole Ari Parker, Kate Bosworth, Earl Poitier, Ryan Gosling, Burgess Jenkins, Neal Ghant","The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.",7.8,194366,3e+07,136706683,453,106706683,0.0417689418169162,0.0633380092108382,0.0219640765326045,0.5,19,0.613451366811406,0.213539233906069
"Le fabuleux destin d'Amélie Poulain",2002-01-25,"Comedy, Romance",122,"France, Germany","French","Jean-Pierre Jeunet","Guillaume Laurant, Jean-Pierre Jeunet","Audrey Tautou, Mathieu Kassovitz, Rufus, Lorella Cravotta, Serge Merlin, Jamel Debbouze, Clotilde Mollet, Claire Maurier, Isabelle Nanty, Dominique Pinon, Artus de Penguern, Yolande Moreau, Urbain Cancelier, Maurice Bénichou, Michel Robin","Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.",8.3,690480,1e+07,173924742,1493,163924742,0.0641776535424297,0.290321208078379,0.123486919172198,0.708333333333334,18,1.12319584047795,0.392145377708298
"Meet the Parents",2001-02-02,"Comedy, Romance",108,"USA","English","Jay Roach","Greg Glienna, Mary Ruth Clarke","Robert De Niro, Ben Stiller, Teri Polo, Blythe Danner, Nicole DeHuff, Jon Abrahams, Owen Wilson, James Rebhorn, Tom McCarthy, Phyllis George, Kali Rocha, Bernie Sheredy, Judah Friedlander, Peter Bartlett, John Elsen","Male nurse Greg Focker meets his girlfriend's parents before proposing, but her suspicious father is every date's worst nightmare.",7,306467,5.5e+07,330444045,519,275444045,0.107852744176965,0.11462671216268,0.0284068723155018,0.166666666666667,19,0.394715700321096,0.13689782645179
"A.I. Artificial Intelligence",2001-10-05,"Drama, Sci-Fi",146,"USA, UK","English","Steven Spielberg","Brian Aldiss, Ian Watson","Haley Joel Osment, Frances O'Connor, Sam Robards, Jake Thomas, Jude Law, William Hurt, Ken Leung, Clark Gregg, Kevin Sussman, Tom Gallop, Eugene Osment, April Grace, Matt Winston, Sabrina Grdevich, Theo Greenly","A highly advanced robotic boy longs to become ""real"" so that he can regain the love of his human mother.",7.2,286428,1e+08,235926552,2203,135926552,0.0532125250583238,0.105458423579599,0.192795782897306,0.25,19,0.553846312013706,0.192654595546062
"Hannibal",2001-02-09,"Crime, Drama, Thriller",131,"USA, UK, Italy","English","Ridley Scott","Thomas Harris, David Mamet","Anthony Hopkins, Julianne Moore, Gary Oldman, Ray Liotta, Frankie Faison, Giancarlo Giannini, Francesca Neri, Zeljko Ivanek, Hazelle Goodman, David Andrews, Francis Guinan, James Opher, Enrico Lo Verso, Ivano Marescotti, Fabrizio Gifuni","Living in exile, Dr. Hannibal Lecter tries to reconnect with now disgraced F.B.I. Agent Clarice Starling, and finds himself a target for revenge from a powerful victim.",6.8,250009,8.7e+07,351692268,1401,264692268,0.103641949970716,0.0887959203655054,0.114506052323311,0.0833333333333334,19,0.357817277160198,0.123969221212095
"Enemy at the Gates",2001-04-20,"Drama, History, War",131,"Ireland, UK, France, Germany, USA","English","Jean-Jacques Annaud","Jean-Jacques Annaud, Alain Godard","Jude Law, Ed Harris, Rachel Weisz, Joseph Fiennes, Bob Hoskins, Ron Perlman, Eva Mattes, Gabriel Thomson, Matthias Habich, Sophie Rois, Ivan Shvedoff, Mario Bandi, Hans Martin Stier, Clemens Schick, Mikhail Matveev","A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.",7.6,238274,6.8e+07,96976270,708,28976270,0.0113268323209946,0.0834268966356558,0.0468566966028895,0.416666666666667,19,0.537475510112489,0.186918533755152
"Gangs of New York",2003-01-24,"Crime, Drama",167,"USA, Italy","English","Martin Scorsese","Jay Cocks, Jay Cocks","Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent, John C. Reilly, Henry Thomas, Liam Neeson, Brendan Gleeson, Gary Lewis, Stephen Graham, Eddie Marsan, Alec McCowen, David Hemmings, Lawrence Gilliard Jr., Cara Seymour","In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer.",7.5,396984,1e+08,193772504,1220,93772504,0.0367034381335915,0.156040254638589,0.096837172979305,0.375,17,0.62783799165316,0.218580072439997
"Unbreakable",2000-12-22,"Drama, Mystery, Sci-Fi",106,"USA","English","M. Night Shyamalan","M. Night Shyamalan","Bruce Willis, Samuel L. Jackson, Robin Wright, Spencer Treat Clark, Charlayne Woodard, Eamonn Walker, Leslie Stefanson, Johnny Hiram Jamison, Michaelia Carroll, Bostin Christopher, Elizabeth Lawrence, Davis Duffield, Laura Regan, Chance Kelly, Michael Kelly","A man learns something extraordinary about himself after a devastating accident.",7.3,380103,7.5e+07,248118121,1500,173118121,0.0677781213561734,0.148316821354943,0.124170245997657,0.291666666666667,20,0.586517344150007,0.204101991967903
"The Family Man",2001-01-26,"Comedy, Drama, Fantasy",125,"USA","English","Brett Ratner","David Diamond, David Weissman","Nicolas Cage, Téa Leoni, Don Cheadle, Jeremy Piven, Saul Rubinek, Josef Sommer, Makenzie Vega, Jake Milkovich, Ryan Milkovich, Lisa Thornhill, Harve Presnell, Mary Beth Hurt, Amber Valletta, Francine York, Ruth Williamson","A fast-lane investment broker, offered the opportunity to see how the other half lives, wakes up to find that his sports car and girlfriend have become a mini-van and wife.",6.8,101225,6e+07,124745083,363,64745083,0.0253352246588192,0.0207239283227325,0.0131784459195627,0.0833333333333334,19,0.137157948111728,0.0466537937944041
"The Gift",2001-08-10,"Drama, Fantasy, Horror",112,"USA","English","Sam Raimi","Billy Bob Thornton, Tom Epperson","Cate Blanchett, Giovanni Ribisi, Keanu Reeves, Katie Holmes, Greg Kinnear, Hilary Swank, Michael Jeter, Kim Dickens, Gary Cole, Rosemary Harris, J.K. Simmons, Chelcie Ross, John Beasley, Lynnsee Provence, Hunter McGilvray","A fortune teller with extrasensory perception is asked to help find a young woman who has mysteriously disappeared.",6.6,62370,1e+07,44567606,350,34567606,0.0135166066470423,0.00294690088146239,0.0119094103865677,0,19,0.0260009018302609,0.00770617902189703
"Blow",2001-09-21,"Biography, Crime, Drama",124,"USA, Mexico","English","Ted Demme","Bruce Porter, David McKenna","Johnny Depp, Penélope Cruz, Franka Potente, Rachel Griffiths, Paul Reubens, Jordi Mollà, Cliff Curtis, Miguel Sandoval, Ethan Suplee, Ray Liotta, Kevin Gage, Max Perlich, Jesse James, Miguel Pérez, Dan Ferro","George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.",7.6,236562,5.3e+07,83282296,455,30282296,0.0118383204883934,0.0826436185252594,0.0221593127684498,0.416666666666667,19,0.516574677317841,0.179595223075869
"Pay It Forward",2001-03-16,"Drama",123,"USA","English","Mimi Leder","Catherine Ryan Hyde, Leslie Dixon","Kevin Spacey, Helen Hunt, Haley Joel Osment, Jay Mohr, Jim Caviezel, Jon Bon Jovi, Angie Dickinson, David Ramsey, Gary Werntz, Colleen Flynn, Marc Donato, Kathleen Wilhoite, Liza Snyder, Jeannetta Arnette, Hannah Leder","A young boy attempts to make the world a better place after his teacher gives him that chance.",7.2,111363,4e+07,55707411,678,15707411,0.00613025555040743,0.0253622890021714,0.0439281530652089,0.25,19,0.314357517791904,0.108741630855869
"The Score",2001-10-19,"Action, Crime, Drama",124,"Germany, Canada, USA","English","Frank Oz","Daniel E. Taylor, Kario Salem","Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett, Gary Farmer, Paul Soles, Jamie Harrold, Serge Houde, Jean-René Ouellet, Martin Drainville, Claude Despins, Richard Waugh, Mark Camacho, Marie-Josée Colburn, Gavin Svensson","An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.",6.8,119173,6.8e+07,114252154,467,46252154,0.0180927085342966,0.0289355378585945,0.0233307301835221,0.0833333333333334,19,0.145347275516467,0.0495232004553013
"Atlantis: The Lost Empire",2001-12-06,"Animation, Action, Adventure",95,"USA","English","Gary Trousdale, Kirk Wise","Tab Murphy, Kirk Wise","Corey Burton, Claudia Christian, Michael J. Fox, James Garner, John Mahoney, Phil Morris, Leonard Nimoy, Don Novello, Jacqueline Obradors, Florence Stanley, David Ogden Stiers, Natalie Strom, Cree Summer, Jim Varney, Jim Cummings","A young adventurer named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.",6.9,101439,1.2e+08,186053725,322,66053725,0.0258477373487359,0.0208218380865321,0.00917610308473253,0.125,19,0.176056091274169,0.0602830682843032
"The Others",2001-09-14,"Horror, Mystery, Thriller",101,"Spain, USA, France, Italy, UK","English","Alejandro Amenábar","Alejandro Amenábar","Nicole Kidman, Fionnula Flanagan, Christopher Eccleston, Alakina Mann, James Bentley, Eric Sykes, Elaine Cassidy, Renée Asherson, Gordon Reid, Keith Allen, Michelle Fairley, Alexander Vince, Ricardo López, Aldo Grilo","A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.",7.6,330588,1.7e+07,209947037,1155,192947037,0.0755438594856934,0.125662606614125,0.0904919953143303,0.416666666666667,19,0.673853048781314,0.234702997425105
"Sweet November",2001-04-20,"Drama, Romance",119,"USA","English","Pat O'Connor","Herman Raucher, Paul Yurick","Keanu Reeves, Charlize Theron, Jason Isaacs, Greg Germann, Liam Aiken, Robert Joy, Lauren Graham, Michael Rosenbaum, Frank Langella, Jason Kravits, Ray Baker, Tom Bullock, Adele Proom, L. Peter Callender, June Carryl","A workaholic executive, and an unconventional woman agree to a personal relationship for a short period. In this short period she changes his life.",6.7,84353,4e+07,65754228,291,25754228,0.0100649613032186,0.0130046127394328,0.00614994142912925,0.0416666666666669,19,0.0678278919770805,0.022361673692084
"The Fast and the Furious",2001-09-21,"Action, Crime, Thriller",106,"USA, Germany","English","Rob Cohen","Ken Li, Gary Scott Thompson","Paul Walker, Vin Diesel, Michelle Rodriguez, Jordana Brewster, Rick Yune, Chad Lindberg, Johnny Strong, Matt Schulze, Ted Levine, Ja Rule, Vyto Ruginis, Thom Barry, Stanton Rutledge, Noel Gugliemi, R.J. de Vera","Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.",6.8,341160,3.8e+07,214474595,1067,176474595,0.0690926409256013,0.130499531954727,0.0819016009371339,0.0833333333333334,19,0.330914321226885,0.114542864548396
